,POSITION_X,POSITION_Y
4141,43.896816097788445,23.064780715420433
4142,43.888775486628205,23.042464518285072
4143,43.91561222396329,23.041867767611016
4144,43.888095087419316,23.077431305483763
4145,43.924434968473946,23.04035103053254
4146,43.915553967686556,22.846143387897555
4147,43.88894450606268,23.0307961991115
4148,43.838673756459656,23.06548390170175
4149,43.878978214259504,23.05692359360858
4150,44.04878914227828,23.117884621690152
4151,44.12085578210541,22.98755024981495
4152,44.33692255708163,22.82501707616598
4153,44.38871529426141,22.87802275031757
4154,44.406916530711555,22.87580979980885
4155,44.622479768847406,23.02195725915554
