,POSITION_X,POSITION_Y
18307,43.6853148405216,39.28588196850721
18308,43.35897677834001,38.95065276319274
18309,43.62372242819865,38.986802698681615
18310,43.381276082414196,38.92221948292212
18311,43.330829004758876,38.86898301214003
18312,43.50164117425516,38.86400758975821
18313,43.1958722034782,38.91045977855479
18314,42.904781329160734,38.8059554767617
18315,42.85929281786423,38.60417466862761
18316,42.80800563961094,38.60117095956146
18317,42.767771572012514,38.65279096505115
18318,42.97878886400657,38.570426111598074
18319,42.808306620789594,38.702244631690284
18320,42.58200316230434,38.701495855183666
18321,42.40744389191513,38.69155281344247
18322,42.73209566131926,38.62045010736193
18323,42.85871031988588,38.674272507446766
18324,42.89708751504811,38.77755299856897
18325,42.873652878799206,38.732221901252935
18326,42.80780767372217,38.60364792713192
18327,42.808132283422914,38.619932531381664
18328,42.7956907538096,38.67376053698355
18329,42.78417998510576,38.63604602404679
18330,42.6983205770996,38.59790927955576
18331,42.85440737188526,38.64291869519094
18332,43.065057831479386,38.73527565454219
18333,42.8113354648675,38.35802407825994
18334,42.90708081151505,38.50847478638605
18335,42.9297664120493,38.7132477146736
18336,43.064286880509066,38.78144309875564
18337,42.92184844496963,38.673762972223294
18338,42.99083213985513,38.72331098227906
18339,43.17997738067989,38.79558904415995
18340,43.07493191388588,38.76435872032226
18341,42.960164170568575,38.72041834985347
18342,42.78567286191824,38.71920221229101
18343,42.541142981720476,38.88117655179555
