POSITION_X,POSITION_Y
1.3779560949821046,4.2888588359170425
1.3686035464410244,4.277925162079414
1.3503375040582444,4.270465771329492
1.3617628931259333,4.2763701676624795
1.3203235704083627,4.271937378878744
1.2872859523113551,4.277193278777491
1.2969169420174844,4.2821269528914705
1.2876145651224233,4.279570412215256
1.2797450743775156,4.312602582385758
1.2796470187471658,4.296892333803115
1.280156324656724,4.296699916390308
1.25041013553224,4.324829603825461
1.2400931324045832,4.357163682476697
1.246536996592551,4.344623839133704
1.2103660919392887,4.303094208440387
1.211945922214203,4.325681890897153
1.2069051251008032,4.298295673474967
1.1944912326607935,4.293079035033212
1.1716874678772735,4.285143326636593
1.1671841760259145,4.295944151256777
1.1655977672862783,4.279138010794511
1.1714084484493212,4.274408447009976
1.1580535851550102,4.266684931739451
1.1378877196797619,4.2827187136003095
1.1757493468451679,4.3051321748759275
1.1221155777568865,4.3342089815551
1.1613989890108185,4.349099176968823
1.1629321908012868,4.3178790556798
1.1904244298800846,4.3260467297937755
1.2076665789624397,4.3044262944964515
1.192813232641794,4.281041076237331
1.2102687931020257,4.302053621914675
1.215478659251817,4.354250091498307
1.2054573728805857,4.353175654246492
1.195027114611282,4.360895140071665
1.1800743605404609,4.3544365257686
1.1548745316093156,4.341474558063507
1.1659713774149116,4.309480389262601
1.1590882997010075,4.301692619680133
1.1694193898922618,4.333348902208038
1.1590101249554532,4.344011851451749
1.1519758966726859,4.310498236561483
1.149848574478643,4.331961015956948
1.1431451963581643,4.333494740295921
1.0876564167450264,4.286529069257115
1.1313124003573365,4.284431730134893
1.1428642794739114,4.3085489130656605
1.1379946126026175,4.350520138921564
1.1542158411647154,4.365894854116789
1.152726123610649,4.352983020069226
1.1576722126619072,4.378988997434999
1.1513113805550013,4.353453068165704
1.137027470864534,4.347999486278397
1.1176116001217573,4.342327068289402
1.1388913516510486,4.323436159322372
1.1174011955703218,4.313865170289907
1.132088019900369,4.320609594713833
1.18352679299089,4.324058326829429
1.1838371176447398,4.347038993030449
1.194446491133948,4.338027370438469
1.1879709285449702,4.346662827427659
1.1916295633055347,4.353163215475828
1.1954906201842725,4.374796678482727
1.2050742490359114,4.353574816902397
1.1845161714019665,4.366949699495896
1.1904268370169173,4.351974383448265
1.1538826818008314,4.371460597973958
1.1477876742083999,4.353948964477264
1.1381708762954448,4.379463989115536
1.1528851483884968,4.334720916860621
1.1090765245603171,4.318000528840483
1.0995649685071807,4.361080454460172
1.1295321914462528,4.37092056197554
1.1394675716782712,4.362519059412958
1.1579046881580974,4.353975224988018
1.1765792117279281,4.361861811881293
1.1328552445425144,4.34907843209695
1.1525434323261816,4.36399147985077
1.1287077350942365,4.376635302068374
1.1190492065127464,4.377157325751855
1.1491989178002864,4.359052643866864
1.1627906033868984,4.344194775805986
1.16275598686233,4.316866320461576
1.1911226244161872,4.30752959137305
1.2479136627790754,4.298285849464322
1.250785340531831,4.290118241173997
1.230440977780185,4.28443699504209
1.187327537672983,4.242968222221479
1.1689785054769233,4.253161001218933
1.166485837356476,4.270941561033217
1.1857596814478777,4.232179062364137
1.184182813444482,4.227089535158377
1.1792089285468612,4.25052964193529
1.1712777205605125,4.252527804490437
1.2120178187093134,4.268664894282224
1.212713478373146,4.2915735670259885
1.2002270661799943,4.302532621831468
1.2126111630558603,4.341181293761393
1.2043231470111135,4.349120190746777
1.2066353080877663,4.326618851268267
1.211363764032018,4.349633672710977
1.1788588679742467,4.2946011308305785
1.178629097103624,4.2779604380922205
1.1753495991873213,4.2764463203303285
