,POSITION_X,POSITION_Y
0,25.91279922711005,14.76710215426877
1,25.961978537739284,14.806492721774138
2,25.906087272866205,14.765483172464691
3,25.893062976841396,14.78357895894967
4,25.91422488778882,14.788491762575973
5,25.904844264259722,14.763993954334111
6,25.931006491062494,14.778796165891203
7,25.929182946573533,14.785338662394572
8,25.89118080533918,14.783655792330771
9,25.90922448824402,14.76617394227587
10,25.892239564485273,14.786255877447022
11,25.928808625404656,14.812914569328635
12,25.90593217595786,14.774370508738556
13,25.91719383986577,14.782379956624164
14,25.916292245210606,14.796729242161604
15,25.917118558207854,14.771836273524807
16,25.873715319568188,14.821766263615764
17,25.90349162691186,14.792942741236736
18,25.904617401204106,14.764131213792139
19,25.8731848461665,14.747176716604532
20,25.887408455149625,14.748471110451082
21,25.88745881508906,14.796370930099835
22,25.92284851693824,14.792875967885877
23,25.902678910276684,14.751003963928705
24,25.918984371690836,14.76451901216029
25,25.87932659514291,14.76584585946383
