,POSITION_X,POSITION_Y
4462,30.932659002020397,9.431282905537472
4463,30.972627202281704,9.638630499929032
4464,31.0136789968503,9.63456766509424
4465,31.16347458257298,9.86040451784552
4466,31.22185498302044,9.902680820824633
4467,31.193712345928382,10.011590476028738
4468,30.908556443190374,10.226980049164949
4469,30.632909160486548,10.221183205969467
4470,30.586100501374396,10.252808429879476
4471,30.43355970521909,10.320288322680769
4472,30.552024959901264,10.25199344272292
4473,30.38038632733871,10.183235450668086
4474,30.241513832126795,10.510339720699426
4475,30.278943814089207,10.505971038338389
